Serial,Time of Reading - Local,Time of Reading - UTC,forwardActiveEnergy Type,forwardActiveEnergy Value,forwardActiveEnergy Consumption(RX:1)
7604524236,2023/07/18 7:00,2023/07/18 5:00,TookReading,6007241,44
7604524236,2023/07/18 7:30,2023/07/18 5:30,TookReading,6007257,16
7604524236,2023/07/18 8:00,2023/07/18 6:00,TookReading,6007260,3
7604524236,2023/07/18 8:30,2023/07/18 6:30,TookReading,6007263,3
7604524236,2023/07/18 9:00,2023/07/18 7:00,TookReading,6008535,1272
7604524236,2023/07/18 9:30,2023/07/18 7:30,TookReading,6010346,1811
7604524236,2023/07/18 10:00,2023/07/18 8:00,TookReading,6011284,938
7604524236,2023/07/18 10:30,2023/07/18 8:30,TookReading,6012235,951
7604524236,2023/07/18 11:00,2023/07/18 9:00,TookReading,6013108,873
7604524236,2023/07/18 11:30,2023/07/18 9:30,TookReading,6013971,863
7604524236,2023/07/18 12:00,2023/07/18 10:00,TookReading,6014819,848
7604524236,2023/07/18 12:30,2023/07/18 10:30,TookReading,6015652,833
7604524236,2023/07/18 13:00,2023/07/18 11:00,TookReading,6016520,868
7604524236,2023/07/18 13:30,2023/07/18 11:30,TookReading,6017346,826
7604524236,2023/07/18 14:00,2023/07/18 12:00,TookReading,6017365,19
7604524236,2023/07/18 14:30,2023/07/18 12:30,TookReading,6017377,12
7604524236,2023/07/18 15:00,2023/07/18 13:00,TookReading,6017403,26
7604524236,2023/07/18 15:30,2023/07/18 13:30,TookReading,6017644,241
7604524236,2023/07/18 16:00,2023/07/18 14:00,TookReading,6017651,7
7604524236,2023/07/18 16:30,2023/07/18 14:30,TookReading,6017705,54
7604524236,2023/07/18 17:00,2023/07/18 15:00,TookReading,6019308,1603
7604524236,2023/07/18 17:30,2023/07/18 15:30,TookReading,6020205,897
7604524236,2023/07/18 18:00,2023/07/18 16:00,TookReading,6021330,1125
7604524236,2023/07/18 18:30,2023/07/18 16:30,TookReading,6023005,1675
7604524236,2023/07/18 19:00,2023/07/18 17:00,TookReading,6023983,978
7604524236,2023/07/18 19:30,2023/07/18 17:30,TookReading,6024928,945
7604524236,2023/07/18 20:00,2023/07/18 18:00,TookReading,6025865,937
7604524236,2023/07/18 20:30,2023/07/18 18:30,TookReading,6027991,2126
7604524236,2023/07/18 21:00,2023/07/18 19:00,TookReading,6029497,1506
7604524236,2023/07/18 21:30,2023/07/18 19:30,TookReading,6030445,948
7604524236,2023/07/18 22:00,2023/07/18 20:00,TookReading,6031720,1275
7604524236,2023/07/18 22:30,2023/07/18 20:30,TookReading,6033383,1663
7604524236,2023/07/18 23:00,2023/07/18 21:00,TookReading,6035683,2300
7604524236,2023/07/18 23:30,2023/07/18 21:30,TookReading,6038179,2496
7604524236,2023/07/19 0:00,2023/07/18 22:00,TookReading,6040650,2471
7604524236,2023/07/19 0:30,2023/07/18 22:30,TookReading,6041373,723
7604524236,2023/07/19 1:00,2023/07/18 23:00,TookReading,6042206,833
7604524236,2023/07/19 1:30,2023/07/18 23:30,TookReading,6043079,873
7604524236,2023/07/19 2:00,2023/07/19 0:00,TookReading,6043962,883
7604524236,2023/07/19 2:30,2023/07/19 0:30,TookReading,6044816,854
7604524236,2023/07/19 3:00,2023/07/19 1:00,TookReading,6045664,848
7604524236,2023/07/19 3:30,2023/07/19 1:30,TookReading,6046516,852
7604524236,2023/07/19 4:00,2023/07/19 2:00,TookReading,6047381,865
7604524236,2023/07/19 4:30,2023/07/19 2:30,TookReading,6048205,824
7604524236,2023/07/19 5:00,2023/07/19 3:00,TookReading,6049021,816
7604524236,2023/07/19 5:30,2023/07/19 3:30,TookReading,6049841,820
7604524236,2023/07/19 6:00,2023/07/19 4:00,TookReading,6050695,854
7604524236,2023/07/19 6:30,2023/07/19 4:30,TookReading,6051533,838
7604524236,2023/07/19 7:00,2023/07/19 5:00,TookReading,6052183,650
7604524236,2023/07/19 7:30,2023/07/19 5:30,TookReading,6052187,4
7604524236,2023/07/19 8:00,2023/07/19 6:00,TookReading,6052209,22
7604524236,2023/07/19 8:30,2023/07/19 6:30,TookReading,6052949,740
7604524236,2023/07/19 9:00,2023/07/19 7:00,TookReading,6054426,1477
7604524236,2023/07/19 9:30,2023/07/19 7:30,TookReading,6056825,2399
7604524236,2023/07/19 10:00,2023/07/19 8:00,TookReading,6057672,847
7604524236,2023/07/19 10:30,2023/07/19 8:30,TookReading,6058925,1253
7604524236,2023/07/19 11:00,2023/07/19 9:00,TookReading,6059888,963
7604524236,2023/07/19 11:30,2023/07/19 9:30,TookReading,6060732,844
7604524236,2023/07/19 12:00,2023/07/19 10:00,TookReading,6062242,1510
7604524236,2023/07/19 12:30,2023/07/19 10:30,TookReading,6063411,1169
7604524236,2023/07/19 13:00,2023/07/19 11:00,TookReading,6064187,776
7604524236,2023/07/19 13:30,2023/07/19 11:30,TookReading,6064821,634
7604524236,2023/07/19 14:00,2023/07/19 12:00,TookReading,6065224,403
7604524236,2023/07/19 14:30,2023/07/19 12:30,TookReading,6066881,1657
7604524236,2023/07/19 15:00,2023/07/19 13:00,TookReading,6067809,928
7604524236,2023/07/19 15:30,2023/07/19 13:30,TookReading,6068707,898
7604524236,2023/07/19 16:00,2023/07/19 14:00,TookReading,6069103,396
7604524236,2023/07/19 16:30,2023/07/19 14:30,TookReading,6069890,787
7604524236,2023/07/19 17:00,2023/07/19 15:00,TookReading,6070730,840
7604524236,2023/07/19 17:30,2023/07/19 15:30,TookReading,6071560,830
7604524236,2023/07/19 18:00,2023/07/19 16:00,TookReading,6072405,845
7604524236,2023/07/19 18:30,2023/07/19 16:30,TookReading,6073275,870
7604524236,2023/07/19 19:00,2023/07/19 17:00,TookReading,6074192,917
7604524236,2023/07/19 19:30,2023/07/19 17:30,TookReading,6075137,945
7604524236,2023/07/19 20:00,2023/07/19 18:00,TookReading,6076269,1132
7604524236,2023/07/19 20:30,2023/07/19 18:30,TookReading,6078345,2076
7604524236,2023/07/19 21:00,2023/07/19 19:00,TookReading,6080839,2494
7604524236,2023/07/19 21:30,2023/07/19 19:30,TookReading,6083397,2558
7604524236,2023/07/19 22:00,2023/07/19 20:00,TookReading,6085960,2563
7604524236,2023/07/19 22:30,2023/07/19 20:30,TookReading,6088219,2259
7604524236,2023/07/19 23:00,2023/07/19 21:00,TookReading,6089153,934
7604524236,2023/07/19 23:30,2023/07/19 21:30,TookReading,6090090,937
7604524236,2023/07/20 0:00,2023/07/19 22:00,TookReading,6091048,958
7604524236,2023/07/20 0:30,2023/07/19 22:30,TookReading,6091910,862
7604524236,2023/07/20 1:00,2023/07/19 23:00,TookReading,6092827,917
7604524236,2023/07/20 1:30,2023/07/19 23:30,TookReading,6093748,921
7604524236,2023/07/20 2:00,2023/07/20 0:00,TookReading,6094614,866
7604524236,2023/07/20 2:30,2023/07/20 0:30,TookReading,6094933,319
7604524236,2023/07/20 3:00,2023/07/20 1:00,TookReading,6094955,22
7604524236,2023/07/20 3:30,2023/07/20 1:30,TookReading,6095003,48
7604524236,2023/07/20 4:00,2023/07/20 2:00,TookReading,6095029,26
7604524236,2023/07/20 4:30,2023/07/20 2:30,TookReading,6095033,4
7604524236,2023/07/20 5:00,2023/07/20 3:00,TookReading,6095037,4
7604524236,2023/07/20 5:30,2023/07/20 3:30,TookReading,6095042,5
7604524236,2023/07/20 6:00,2023/07/20 4:00,TookReading,6095079,37
7604524236,2023/07/20 6:30,2023/07/20 4:30,TookReading,6095120,41
7604524236,2023/07/20 7:00,2023/07/20 5:00,TookReading,6095221,101
7604524236,2023/07/20 7:30,2023/07/20 5:30,TookReading,6096047,826
7604524236,2023/07/20 8:00,2023/07/20 6:00,TookReading,6097216,1169
7604524236,2023/07/20 8:30,2023/07/20 6:30,TookReading,6099396,2180
7604524236,2023/07/20 9:00,2023/07/20 7:00,TookReading,6101677,2281
7604524236,2023/07/20 9:30,2023/07/20 7:30,TookReading,6103193,1516
7604524236,2023/07/20 10:00,2023/07/20 8:00,TookReading,6104675,1482
7604524236,2023/07/20 10:30,2023/07/20 8:30,TookReading,6106159,1484
7604524236,2023/07/20 11:00,2023/07/20 9:00,TookReading,6106989,830
7604524236,2023/07/20 11:30,2023/07/20 9:30,TookReading,6107003,14
7604524236,2023/07/20 12:00,2023/07/20 10:00,TookReading,6107048,45
7604524236,2023/07/20 12:30,2023/07/20 10:30,TookReading,6107085,37
7604524236,2023/07/20 13:00,2023/07/20 11:00,TookReading,6107088,3
7604524236,2023/07/20 13:30,2023/07/20 11:30,TookReading,6107088,0
7604524236,2023/07/20 14:00,2023/07/20 12:00,TookReading,6107088,0
7604524236,2023/07/20 14:30,2023/07/20 12:30,TookReading,6107088,0
7604524236,2023/07/20 15:00,2023/07/20 13:00,TookReading,6107088,0
7604524236,2023/07/20 15:30,2023/07/20 13:30,TookReading,6107088,0
7604524236,2023/07/20 16:00,2023/07/20 14:00,TookReading,6107333,245
7604524236,2023/07/20 16:30,2023/07/20 14:30,TookReading,6108172,839
7604524236,2023/07/20 17:00,2023/07/20 15:00,TookReading,6108987,815
7604524236,2023/07/20 17:30,2023/07/20 15:30,TookReading,6109758,771
7604524236,2023/07/20 18:00,2023/07/20 16:00,TookReading,6110548,790
7604524236,2023/07/20 18:30,2023/07/20 16:30,TookReading,6111416,868
7604524236,2023/07/20 19:00,2023/07/20 17:00,TookReading,6112350,934
7604524236,2023/07/20 19:30,2023/07/20 17:30,TookReading,6113280,930
7604524236,2023/07/20 20:00,2023/07/20 18:00,TookReading,6115018,1738
7604524236,2023/07/20 20:30,2023/07/20 18:30,TookReading,6117285,2267
7604524236,2023/07/20 21:00,2023/07/20 19:00,TookReading,6118208,923
7604524236,2023/07/20 21:30,2023/07/20 19:30,TookReading,6119170,962
7604524236,2023/07/20 22:00,2023/07/20 20:00,TookReading,6120105,935
7604524236,2023/07/20 22:30,2023/07/20 20:30,TookReading,6121010,905
7604524236,2023/07/20 23:00,2023/07/20 21:00,TookReading,6121928,918
7604524236,2023/07/20 23:30,2023/07/20 21:30,TookReading,6122868,940
7604524236,2023/07/21 0:00,2023/07/20 22:00,TookReading,6123812,944
7604524236,2023/07/21 0:30,2023/07/20 22:30,TookReading,6124735,923
7604524236,2023/07/21 1:00,2023/07/20 23:00,TookReading,6125461,726
7604524236,2023/07/21 1:30,2023/07/20 23:30,TookReading,6125476,15
7604524236,2023/07/21 2:00,2023/07/21 0:00,TookReading,6125524,48
7604524236,2023/07/21 2:30,2023/07/21 0:30,TookReading,6125548,24
7604524236,2023/07/21 3:00,2023/07/21 1:00,TookReading,6125552,4
7604524236,2023/07/21 3:30,2023/07/21 1:30,TookReading,6125556,4
7604524236,2023/07/21 4:00,2023/07/21 2:00,TookReading,6125565,9
7604524236,2023/07/21 4:30,2023/07/21 2:30,TookReading,6125610,45
7604524236,2023/07/21 5:00,2023/07/21 3:00,TookReading,6125633,23
7604524236,2023/07/21 5:30,2023/07/21 3:30,TookReading,6125920,287
7604524236,2023/07/21 6:00,2023/07/21 4:00,TookReading,6126764,844
7604524236,2023/07/21 6:30,2023/07/21 4:30,TookReading,6127586,822
7604524236,2023/07/21 7:00,2023/07/21 5:00,TookReading,6128446,860
7604524236,2023/07/21 7:30,2023/07/21 5:30,TookReading,6129303,857
7604524236,2023/07/21 8:00,2023/07/21 6:00,TookReading,6130130,827
7604524236,2023/07/21 8:30,2023/07/21 6:30,TookReading,6130968,838
7604524236,2023/07/21 9:00,2023/07/21 7:00,TookReading,6131693,725
7604524236,2023/07/21 9:30,2023/07/21 7:30,TookReading,6131693,0
7604524236,2023/07/21 10:00,2023/07/21 8:00,TookReading,6133248,1555
7604524236,2023/07/21 10:30,2023/07/21 8:30,TookReading,6134976,1728
7604524236,2023/07/21 11:00,2023/07/21 9:00,TookReading,6135859,883
7604524236,2023/07/21 11:30,2023/07/21 9:30,TookReading,6137474,1615
7604524236,2023/07/21 12:00,2023/07/21 10:00,TookReading,6139110,1636
7604524236,2023/07/21 12:30,2023/07/21 10:30,TookReading,6139320,210
7604524236,2023/07/21 13:00,2023/07/21 11:00,TookReading,6139811,491
7604524236,2023/07/21 13:30,2023/07/21 11:30,TookReading,6140691,880
7604524236,2023/07/21 14:00,2023/07/21 12:00,TookReading,6141582,891
7604524236,2023/07/21 14:30,2023/07/21 12:30,TookReading,6142335,753
7604524236,2023/07/21 15:00,2023/07/21 13:00,TookReading,6143176,841
7604524236,2023/07/21 15:30,2023/07/21 13:30,TookReading,6143994,818
7604524236,2023/07/21 16:00,2023/07/21 14:00,TookReading,6144929,935
7604524236,2023/07/21 16:30,2023/07/21 14:30,TookReading,6145962,1033
7604524236,2023/07/21 17:00,2023/07/21 15:00,TookReading,6147132,1170
7604524236,2023/07/21 17:30,2023/07/21 15:30,TookReading,6148010,878
7604524236,2023/07/21 18:00,2023/07/21 16:00,TookReading,6148874,864
7604524236,2023/07/21 18:30,2023/07/21 16:30,TookReading,6149746,872
7604524236,2023/07/21 19:00,2023/07/21 17:00,TookReading,6150644,898
7604524236,2023/07/21 19:30,2023/07/21 17:30,TookReading,6152171,1527
7604524236,2023/07/21 20:00,2023/07/21 18:00,TookReading,6154641,2470
7604524236,2023/07/21 20:30,2023/07/21 18:30,TookReading,6157098,2457
7604524236,2023/07/21 21:00,2023/07/21 19:00,TookReading,6159645,2547
7604524236,2023/07/21 21:30,2023/07/21 19:30,TookReading,6160661,1016
7604524236,2023/07/21 22:00,2023/07/21 20:00,TookReading,6162627,1966
7604524236,2023/07/21 22:30,2023/07/21 20:30,TookReading,6163395,768
7604524236,2023/07/21 23:00,2023/07/21 21:00,TookReading,6164201,806
7604524236,2023/07/21 23:30,2023/07/21 21:30,TookReading,6164989,788
7604524236,2023/07/22 0:00,2023/07/21 22:00,TookReading,6165763,774
7604524236,2023/07/22 0:30,2023/07/21 22:30,TookReading,6166572,809
7604524236,2023/07/22 1:00,2023/07/21 23:00,TookReading,6167452,880
7604524236,2023/07/22 1:30,2023/07/21 23:30,TookReading,6168347,895
7604524236,2023/07/22 2:00,2023/07/22 0:00,TookReading,6169210,863
7604524236,2023/07/22 2:30,2023/07/22 0:30,TookReading,6170061,851
7604524236,2023/07/22 3:00,2023/07/22 1:00,TookReading,6170921,860
7604524236,2023/07/22 3:30,2023/07/22 1:30,TookReading,6172354,1433
7604524236,2023/07/22 4:00,2023/07/22 2:00,TookReading,6174857,2503
7604524236,2023/07/22 4:30,2023/07/22 2:30,TookReading,6176980,2123
7604524236,2023/07/22 5:00,2023/07/22 3:00,TookReading,6179364,2384
7604524236,2023/07/22 5:30,2023/07/22 3:30,TookReading,6181242,1878
7604524236,2023/07/22 6:00,2023/07/22 4:00,TookReading,6182142,900
7604524236,2023/07/22 6:30,2023/07/22 4:30,TookReading,6183053,911
7604524236,2023/07/22 7:00,2023/07/22 5:00,TookReading,6184051,998
7604524236,2023/07/22 7:30,2023/07/22 5:30,TookReading,6186344,2293
7604524236,2023/07/22 8:00,2023/07/22 6:00,TookReading,6187595,1251
7604524236,2023/07/22 8:30,2023/07/22 6:30,TookReading,6188378,783
7604524236,2023/07/22 9:00,2023/07/22 7:00,TookReading,6188476,98
7604524236,2023/07/22 9:30,2023/07/22 7:30,TookReading,6188508,32
7604524236,2023/07/22 10:00,2023/07/22 8:00,TookReading,6188508,0
7604524236,2023/07/22 10:30,2023/07/22 8:30,TookReading,6188508,0
7604524236,2023/07/22 11:00,2023/07/22 9:00,TookReading,6188508,0
7604524236,2023/07/22 11:30,2023/07/22 9:30,TookReading,6188534,26
7604524236,2023/07/22 12:00,2023/07/22 10:00,TookReading,6188575,41
7604524236,2023/07/22 12:30,2023/07/22 10:30,TookReading,6188580,5
7604524236,2023/07/22 13:00,2023/07/22 11:00,TookReading,6188580,0
7604524236,2023/07/22 13:30,2023/07/22 11:30,TookReading,6188580,0
7604524236,2023/07/22 14:00,2023/07/22 12:00,TookReading,6188589,9
7604524236,2023/07/22 14:30,2023/07/22 12:30,TookReading,6188630,41
7604524236,2023/07/22 15:00,2023/07/22 13:00,TookReading,6188661,31
7604524236,2023/07/22 15:30,2023/07/22 13:30,TookReading,6188661,0
7604524236,2023/07/22 16:00,2023/07/22 14:00,TookReading,6188661,0
7604524236,2023/07/22 16:30,2023/07/22 14:30,TookReading,6188661,0
7604524236,2023/07/22 17:00,2023/07/22 15:00,TookReading,6188687,26
7604524236,2023/07/22 17:30,2023/07/22 15:30,TookReading,6188728,41
7604524236,2023/07/22 18:00,2023/07/22 16:00,TookReading,6189657,929
7604524236,2023/07/22 18:30,2023/07/22 16:30,TookReading,6191872,2215
7604524236,2023/07/22 19:00,2023/07/22 17:00,TookReading,6194366,2494
7604524236,2023/07/22 19:30,2023/07/22 17:30,TookReading,6195700,1334
7604524236,2023/07/22 20:00,2023/07/22 18:00,TookReading,6196653,953
7604524236,2023/07/22 20:30,2023/07/22 18:30,TookReading,6197648,995
7604524236,2023/07/22 21:00,2023/07/22 19:00,TookReading,6198607,959
7604524236,2023/07/22 21:30,2023/07/22 19:30,TookReading,6199569,962
7604524236,2023/07/22 22:00,2023/07/22 20:00,TookReading,6200478,909
7604524236,2023/07/22 22:30,2023/07/22 20:30,TookReading,6201188,710
7604524236,2023/07/22 23:00,2023/07/22 21:00,TookReading,6202030,842
7604524236,2023/07/22 23:30,2023/07/22 21:30,TookReading,6202852,822
7604524236,2023/07/23 0:00,2023/07/22 22:00,TookReading,6203642,790
7604524236,2023/07/23 0:30,2023/07/22 22:30,TookReading,6204448,806
7604524236,2023/07/23 1:00,2023/07/22 23:00,TookReading,6205342,894
7604524236,2023/07/23 1:30,2023/07/22 23:30,TookReading,6206217,875
7604524236,2023/07/23 2:00,2023/07/23 0:00,TookReading,6207065,848
7604524236,2023/07/23 2:30,2023/07/23 0:30,TookReading,6207919,854
7604524236,2023/07/23 3:00,2023/07/23 1:00,TookReading,6208805,886
7604524236,2023/07/23 3:30,2023/07/23 1:30,TookReading,6209699,894
7604524236,2023/07/23 4:00,2023/07/23 2:00,TookReading,6210540,841
7604524236,2023/07/23 4:30,2023/07/23 2:30,TookReading,6211375,835
7604524236,2023/07/23 5:00,2023/07/23 3:00,TookReading,6212218,843
7604524236,2023/07/23 5:30,2023/07/23 3:30,TookReading,6213999,1781
7604524236,2023/07/23 6:00,2023/07/23 4:00,TookReading,6215793,1794
7604524236,2023/07/23 6:30,2023/07/23 4:30,TookReading,6216529,736
7604524236,2023/07/23 7:00,2023/07/23 5:00,TookReading,6217294,765
7604524236,2023/07/23 7:30,2023/07/23 5:30,TookReading,6218052,758
7604524236,2023/07/23 8:00,2023/07/23 6:00,TookReading,6218845,793
7604524236,2023/07/23 8:30,2023/07/23 6:30,TookReading,6219674,829
7604524236,2023/07/23 9:00,2023/07/23 7:00,TookReading,6220511,837
7604524236,2023/07/23 9:30,2023/07/23 7:30,TookReading,6221337,826
7604524236,2023/07/23 10:00,2023/07/23 8:00,TookReading,6222166,829
7604524236,2023/07/23 10:30,2023/07/23 8:30,TookReading,6224128,1962
7604524236,2023/07/23 11:00,2023/07/23 9:00,TookReading,6225077,949
7604524236,2023/07/23 11:30,2023/07/23 9:30,TookReading,6225972,895
7604524236,2023/07/23 12:00,2023/07/23 10:00,TookReading,6226854,882
7604524236,2023/07/23 12:30,2023/07/23 10:30,TookReading,6227747,893
7604524236,2023/07/23 13:00,2023/07/23 11:00,TookReading,6228634,887
7604524236,2023/07/23 13:30,2023/07/23 11:30,TookReading,6229513,879
7604524236,2023/07/23 14:00,2023/07/23 12:00,TookReading,6230403,890
7604524236,2023/07/23 14:30,2023/07/23 12:30,TookReading,6231036,633
7604524236,2023/07/23 15:00,2023/07/23 13:00,TookReading,6233210,2174
7604524236,2023/07/23 15:30,2023/07/23 13:30,TookReading,6233563,353
7604524236,2023/07/23 16:00,2023/07/23 14:00,TookReading,6233621,58
7604524236,2023/07/23 16:30,2023/07/23 14:30,TookReading,6234252,631
7604524236,2023/07/23 17:00,2023/07/23 15:00,TookReading,6235153,901
7604524236,2023/07/23 17:30,2023/07/23 15:30,TookReading,6236022,869
7604524236,2023/07/23 18:00,2023/07/23 16:00,TookReading,6236913,891
7604524236,2023/07/23 18:30,2023/07/23 16:30,TookReading,6237584,671
7604524236,2023/07/23 19:00,2023/07/23 17:00,TookReading,6238450,866
7604524236,2023/07/23 19:30,2023/07/23 17:30,TookReading,6239330,880
7604524236,2023/07/23 20:00,2023/07/23 18:00,TookReading,6240797,1467
7604524236,2023/07/23 20:30,2023/07/23 18:30,TookReading,6243025,2228
7604524236,2023/07/23 21:00,2023/07/23 19:00,TookReading,6245545,2520
7604524236,2023/07/23 21:30,2023/07/23 19:30,TookReading,6247716,2171
7604524236,2023/07/23 22:00,2023/07/23 20:00,TookReading,6250243,2527
7604524236,2023/07/23 22:30,2023/07/23 20:30,TookReading,6251804,1561
7604524236,2023/07/23 23:00,2023/07/23 21:00,TookReading,6252684,880
7604524236,2023/07/23 23:30,2023/07/23 21:30,TookReading,6253556,872
7604524236,2023/07/24 0:00,2023/07/23 22:00,TookReading,6254355,799
7604524236,2023/07/24 0:30,2023/07/23 22:30,TookReading,6255209,854
7604524236,2023/07/24 1:00,2023/07/23 23:00,TookReading,6256098,889
7604524236,2023/07/24 1:30,2023/07/23 23:30,TookReading,6256957,859
7604524236,2023/07/24 2:00,2023/07/24 0:00,TookReading,6257821,864
7604524236,2023/07/24 2:30,2023/07/24 0:30,TookReading,6258659,838
7604524236,2023/07/24 3:00,2023/07/24 1:00,TookReading,6259545,886
7604524236,2023/07/24 3:30,2023/07/24 1:30,TookReading,6260402,857
7604524236,2023/07/24 4:00,2023/07/24 2:00,TookReading,6261225,823
7604524236,2023/07/24 4:30,2023/07/24 2:30,TookReading,6262046,821
7604524236,2023/07/24 5:00,2023/07/24 3:00,TookReading,6263626,1580
7604524236,2023/07/24 5:30,2023/07/24 3:30,TookReading,6266025,2399
7604524236,2023/07/24 6:00,2023/07/24 4:00,TookReading,6267136,1111
7604524236,2023/07/24 6:30,2023/07/24 4:30,TookReading,6267869,733
7604524236,2023/07/24 7:00,2023/07/24 5:00,TookReading,6268618,749
7604524236,2023/07/24 7:30,2023/07/24 5:30,TookReading,6269385,767
7604524236,2023/07/24 8:00,2023/07/24 6:00,TookReading,6270173,788
7604524236,2023/07/24 8:30,2023/07/24 6:30,TookReading,6270996,823
7604524236,2023/07/24 9:00,2023/07/24 7:00,TookReading,6271851,855
7604524236,2023/07/24 9:30,2023/07/24 7:30,TookReading,6272871,1020
7604524236,2023/07/24 10:00,2023/07/24 8:00,TookReading,6274960,2089
7604524236,2023/07/24 10:30,2023/07/24 8:30,TookReading,6275894,934
7604524236,2023/07/24 11:00,2023/07/24 9:00,TookReading,6276799,905
7604524236,2023/07/24 11:30,2023/07/24 9:30,TookReading,6277657,858
7604524236,2023/07/24 12:00,2023/07/24 10:00,TookReading,6278412,755
7604524236,2023/07/24 12:30,2023/07/24 10:30,TookReading,6279299,887
7604524236,2023/07/24 13:00,2023/07/24 11:00,TookReading,6280168,869
7604524236,2023/07/24 13:30,2023/07/24 11:30,TookReading,6281014,846
7604524236,2023/07/24 14:00,2023/07/24 12:00,TookReading,6281855,841
7604524236,2023/07/24 14:30,2023/07/24 12:30,TookReading,6282696,841
7604524236,2023/07/24 15:00,2023/07/24 13:00,TookReading,6283552,856
7604524236,2023/07/24 15:30,2023/07/24 13:30,TookReading,6284382,830
7604524236,2023/07/24 16:00,2023/07/24 14:00,TookReading,6284787,405
7604524236,2023/07/24 16:30,2023/07/24 14:30,TookReading,6284835,48
7604524236,2023/07/24 17:00,2023/07/24 15:00,TookReading,6284978,143
7604524236,2023/07/24 17:30,2023/07/24 15:30,TookReading,6285834,856
7604524236,2023/07/24 18:00,2023/07/24 16:00,TookReading,6286340,506
7604524236,2023/07/24 18:30,2023/07/24 16:30,TookReading,6287244,904
7604524236,2023/07/24 19:00,2023/07/24 17:00,TookReading,6288160,916
7604524236,2023/07/24 19:30,2023/07/24 17:30,TookReading,6289074,914
7604524236,2023/07/24 20:00,2023/07/24 18:00,TookReading,6289996,922
7604524236,2023/07/24 20:30,2023/07/24 18:30,TookReading,6290935,939
7604524236,2023/07/24 21:00,2023/07/24 19:00,TookReading,6293060,2125
7604524236,2023/07/24 21:30,2023/07/24 19:30,TookReading,6295599,2539
7604524236,2023/07/24 22:00,2023/07/24 20:00,TookReading,6297872,2273
7604524236,2023/07/24 22:30,2023/07/24 20:30,TookReading,6299702,1830
7604524236,2023/07/24 23:00,2023/07/24 21:00,TookReading,6301412,1710
7604524236,2023/07/24 23:30,2023/07/24 21:30,TookReading,6302227,815
7604524236,2023/07/25 0:00,2023/07/24 22:00,TookReading,6302503,276
7604524236,2023/07/25 0:30,2023/07/24 22:30,TookReading,6303331,828
7604524236,2023/07/25 1:00,2023/07/24 23:00,TookReading,6304226,895
7604524236,2023/07/25 1:30,2023/07/24 23:30,TookReading,6305108,882
7604524236,2023/07/25 2:00,2023/07/25 0:00,TookReading,6305966,858
7604524236,2023/07/25 2:30,2023/07/25 0:30,TookReading,6306829,863
7604524236,2023/07/25 3:00,2023/07/25 1:00,TookReading,6307704,875
7604524236,2023/07/25 3:30,2023/07/25 1:30,TookReading,6308596,892
7604524236,2023/07/25 4:00,2023/07/25 2:00,TookReading,6309460,864
7604524236,2023/07/25 4:30,2023/07/25 2:30,TookReading,6310318,858
7604524236,2023/07/25 5:00,2023/07/25 3:00,TookReading,6312110,1792
7604524236,2023/07/25 5:30,2023/07/25 3:30,TookReading,6314388,2278
7604524236,2023/07/25 6:00,2023/07/25 4:00,TookReading,6315326,938
7604524236,2023/07/25 6:30,2023/07/25 4:30,TookReading,6316134,808
7604524236,2023/07/25 7:00,2023/07/25 5:00,TookReading,6316954,820
7604524236,2023/07/25 7:30,2023/07/25 5:30,TookReading,6317768,814
7604524236,2023/07/25 8:00,2023/07/25 6:00,TookReading,6318588,820
7604524236,2023/07/25 8:30,2023/07/25 6:30,TookReading,6319438,850
7604524236,2023/07/25 9:00,2023/07/25 7:00,TookReading,6320317,879
7604524236,2023/07/25 9:30,2023/07/25 7:30,TookReading,6321179,862
7604524236,2023/07/25 10:00,2023/07/25 8:00,TookReading,6321372,193
7604524236,2023/07/25 10:30,2023/07/25 8:30,TookReading,6321376,4
7604524236,2023/07/25 11:00,2023/07/25 9:00,TookReading,6321686,310
7604524236,2023/07/25 11:30,2023/07/25 9:30,TookReading,6323719,2033
7604524236,2023/07/25 12:00,2023/07/25 10:00,TookReading,6325056,1337
7604524236,2023/07/25 12:30,2023/07/25 10:30,TookReading,6325840,784
7604524236,2023/07/25 13:00,2023/07/25 11:00,TookReading,6326609,769
7604524236,2023/07/25 13:30,2023/07/25 11:30,TookReading,6327372,763
7604524236,2023/07/25 14:00,2023/07/25 12:00,TookReading,6328144,772
7604524236,2023/07/25 14:30,2023/07/25 12:30,TookReading,6328491,347
7604524236,2023/07/25 15:00,2023/07/25 13:00,TookReading,6328532,41
7604524236,2023/07/25 15:30,2023/07/25 13:30,TookReading,6328536,4
7604524236,2023/07/25 16:00,2023/07/25 14:00,TookReading,6329063,527
7604524236,2023/07/25 16:30,2023/07/25 14:30,TookReading,6331020,1957
7604524236,2023/07/25 17:00,2023/07/25 15:00,TookReading,6332099,1079
7604524236,2023/07/25 17:30,2023/07/25 15:30,TookReading,6333022,923
7604524236,2023/07/25 18:00,2023/07/25 16:00,TookReading,6333903,881
7604524236,2023/07/25 18:30,2023/07/25 16:30,TookReading,6334759,856
7604524236,2023/07/25 19:00,2023/07/25 17:00,TookReading,6337022,2263
7604524236,2023/07/25 19:30,2023/07/25 17:30,TookReading,6338013,991
7604524236,2023/07/25 20:00,2023/07/25 18:00,TookReading,6339511,1498
7604524236,2023/07/25 20:30,2023/07/25 18:30,TookReading,6341380,1869
